Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
website-prompts,AI Website Prompt Kit,"<p><strong>Works out what an AI site builder must be told before the first message, writes the prompts from your answers, and prices what the missing answers cost in redos.</strong></p>
<h3>The problem</h3>
<p>An AI website builder never asks for what it was not given. Say &#39;build me a site for my roofing business&#39; and it does not stop — it produces one, with an invented brand, invented services, invented testimonials, a stack it chose silently, and a purple gradient hero. None of those were rejected; they were never considered. And every later prompt inherits them, so messages two through ten are spent undoing defaults you never picked.</p>
<p>It deals specifically with:</p>
<ul><li>Vague prompts whose real cost is the redo, not a slightly worse site</li><li>Invented content — fake testimonials and services — appearing in a client demo</li><li>A tech stack chosen silently by the model</li><li>Ten follow-up prompts fighting decisions made in prompt one</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone building a site with an AI builder or a chat model</li><li>Freelancers producing client sites and re-prompting for hours</li><li>People on their third purple-gradient hero</li></ul>
<h3>What you get</h3>
<ul><li>The decision list — everything a builder will otherwise decide for you, in order</li><li>Prompts written from your answers, per page and per section</li><li>A content inventory that separates what you have from what must be written</li><li>Redo arithmetic: what each unanswered question costs in credits and hours</li><li>Guardrails against invented facts, testimonials and statistics</li><li>A handover-ready brief for a client or a contractor</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and work down the decision list before opening any builder.</li><li>Fill in the content inventory honestly — what does not exist has to be written by someone.</li><li>Generate the prompts and paste the first one whole.</li><li>Keep the guardrail lines in every prompt; they are what stop invention.</li><li>Save the brief; the next site starts from it.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A first prompt that produces a site worth iterating on</li><li>No invented testimonials in anything you show a client</li><li>A written brief you can reuse for the next site in ten minutes</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting the site built here — it writes the prompts, not the HTML</li><li>Bespoke application development</li></ul>
<h3>What it cannot do</h3>
<p>Nothing here talks to a model. It works out what the model should be told, and prices what leaving it unsaid costs.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"ai website builder, website prompts, web design brief, lovable prompts, v0 prompts, site copy, client website, prompt kit, web project brief, offline",TRUE,Licence,Solo licence,WEBSITEPROMPTS-SOLO,0,,continue,manual,29,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/website-prompts/square.png,1,"AI Website Prompt Kit — Decide it, or the builder decides it for you","AI Website Prompt Kit — Decide it, or the builder decides it for you","Works out what an AI site builder must be told before the first message, writes the prompts from your answers, and prices what the missing answers cost in…",active
website-prompts,,,,,,,Licence,Studio licence,WEBSITEPROMPTS-STUDIO,0,,continue,manual,73,FALSE,TRUE,,,,,,
website-prompts,,,,,,,Licence,Agency licence,WEBSITEPROMPTS-AGENCY,0,,continue,manual,145,FALSE,TRUE,,,,,,
local-business-templates,Local Business Website Studio,"<p><strong>Builds a complete one-page site for twelve local trades and exports it as one self-contained HTML file you can hand over or host anywhere.</strong></p>
<h3>The problem</h3>
<p>Selling a website to a local business works far better if you show the finished thing instead of describing it — the owner cannot evaluate a proposal but can absolutely evaluate their own shop front. The bottleneck is build time: nobody speculatively builds ten sites, because ten sites is a fortnight.</p>
<p>It deals specifically with:</p>
<ul><li>Pitching a website with a proposal instead of the website</li><li>A fortnight of speculative build time you cannot afford</li><li>Generic demo copy that does not sound like the trade</li><li>Handover that requires hosting, a build step and an explanation</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone selling websites to plumbers, salons, garages and restaurants</li><li>Freelancers who pitch with a deck and lose to whoever showed a demo</li><li>Local businesses building their own first site</li></ul>
<h3>What you get</h3>
<ul><li>Builder — every field of the site as a form, with live preview at three widths</li><li>Twelve trades with demo copy written for each: plumber, electrician, garage, cleaner, landscaper, salon, restaurant, bakery, dentist, gym, accountant, estate agent</li><li>Repeaters for services, jobs, testimonials, packages and FAQ, with per-section switches</li><li>Palettes and layouts chosen to suit each trade</li><li>Export as one self-contained HTML file — no build, no dependencies, no hosting requirement</li><li>Handover notes for a non-technical owner</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and choose the trade — the demo copy arrives written for it.</li><li>Paste the client&#39;s real name, phone number, services and areas over the placeholders.</li><li>Check the preview at all three widths; local traffic is mostly phones.</li><li>Export the single HTML file and show it to the owner.</li><li>On acceptance, replace the remaining placeholder content with their real photos and copy.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>Ten demo sites in an afternoon rather than a fortnight</li><li>A file the client can host anywhere, or you can host for them</li><li>A pitch that opens with the thing rather than a description of it</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Multi-page sites, e-commerce or booking systems</li><li>Anyone needing a CMS the client can edit themselves</li></ul>
<h3>What it cannot do</h3>
<p>Demo copy is written for the trade and is not about the specific business. Every claim in it must be replaced with something true before the client publishes.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"local business website, one page website, web design for tradespeople, html template, client demo, plumber website, salon website, freelance web design, landing page, offline builder",TRUE,Licence,Solo licence,LOCALBUSINESSTEMPLATES-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/local-business-templates/square.png,1,Local Business Website Studio — A finished demo site in about ten minutes,Local Business Website Studio — A finished demo site in about ten…,Builds a complete one-page site for twelve local trades and exports it as one self-contained HTML file you can hand over or host anywhere.,active
local-business-templates,,,,,,,Licence,Studio licence,LOCALBUSINESSTEMPLATES-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
local-business-templates,,,,,,,Licence,Agency licence,LOCALBUSINESSTEMPLATES-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
support-agent,AI Customer Support Agent,"<p><strong>Decides which messages an agent should answer, what it must be told, what it must never say — and how often it has to be right before it saves any money.</strong></p>
<h3>The problem</h3>
<p>Support agents are sold on containment: the share of conversations the bot closes. Containment counts the tickets it answers and ignores the ones it answers wrongly, which do not cost zero — the customer comes back crosser, a person untangles it, and some of them leave. Once you count that, the whole case changes, and it changes per intent rather than for &#39;support&#39; as a whole.</p>
<p>It deals specifically with:</p>
<ul><li>Automating &#39;support&#39; as one undifferentiated thing</li><li>Business cases built on containment with no cost attached to wrong answers</li><li>Agents with no explicit refusal list, improvising on refunds and legal questions</li><li>Going live with no test bench, so the first regression is found by a customer</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone about to put an AI agent on their support inbox</li><li>Agencies selling support automation to clients</li><li>Support leads asked to justify a bot to a finance team</li></ul>
<h3>What you get</h3>
<ul><li>Intent-by-intent analysis — which of your messages are safe to automate and which are not</li><li>The accuracy threshold: how often it must be right before it saves money at your volumes</li><li>A system prompt generated from your policies, not a template</li><li>Fixed replies for the intents that must never be improvised</li><li>A 50-case test bench, including the ones designed to make it fail</li><li>A rollout plan with gates that refuse to open until the tests pass</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and enter your ticket volume, mix and the cost of a human reply.</li><li>Work through the intents. The ones it advises against automating are the point.</li><li>Read the accuracy threshold before committing to a build.</li><li>Generate the system prompt and the fixed replies; edit the policies to match yours exactly.</li><li>Run the 50-case bench against the built agent before any rollout gate opens.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A list of intents to automate and a list to leave alone, each with a reason</li><li>The accuracy figure the project must hit to be worth doing</li><li>A system prompt and a refusal list you can hand to whoever builds it</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting a working chatbot — nothing here talks to a model</li><li>Teams that have already built and only need hosting</li></ul>
<h3>What it cannot do</h3>
<p>It is a planning tool. The economics are computed from your volumes and costs; the accuracy has to be measured against the bench once something exists.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"ai customer support, support automation, chatbot planning, system prompt, containment rate, test bench, helpdesk ai, intent analysis, rollout plan, offline tool",TRUE,Licence,Solo licence,SUPPORTAGENT-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/support-agent/square.png,1,AI Customer Support Agent — Containment counts the wrong tickets,AI Customer Support Agent — Containment counts the wrong tickets,"Decides which messages an agent should answer, what it must be told, what it must never say — and how often it has to be right before it saves any money.",active
support-agent,,,,,,,Licence,Studio licence,SUPPORTAGENT-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
support-agent,,,,,,,Licence,Agency licence,SUPPORTAGENT-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
appointment-booking,AI Appointment Booking System,"<p><strong>A timezone-correct availability engine, the agent&#39;s prompt and tools generated from your own services and policies, and a simulator that books against the real engine.</strong></p>
<h3>The problem</h3>
<p>&#39;An AI books your appointments&#39; is the easiest local automation to sell and the easiest to get badly wrong, because it fails quietly. A booking agent that invents a Tuesday looks exactly like one that checked. Nobody finds out until somebody drives to an appointment that was never in the diary — and by then the client has lost trust in the whole idea.</p>
<p>It deals specifically with:</p>
<ul><li>Agents that hallucinate availability because nothing constrains them</li><li>Timezone arithmetic done in the prompt, which is where it goes wrong</li><li>Prompts, tool definitions and customer messages drifting out of agreement</li><li>Message templates that exceed an SMS segment and cost triple</li></ul>
<h3>Who it is for</h3>
<ul><li>Clinics, salons, garages and studios automating their diary</li><li>Coaches with clients in other time zones</li><li>Agencies selling booking automation to local businesses</li></ul>
<h3>What you get</h3>
<ul><li>A timezone-correct availability engine: opening hours, breaks, buffers, lead times, holidays</li><li>The system prompt and tool definitions generated from the same configuration, so they cannot disagree</li><li>A conversation simulator that books against the real engine, not a mock</li><li>Message templates counted in SMS segments</li><li>Policies — cancellation, no-show, deposits — expressed once and reflected everywhere</li><li>The wiring guide for connecting it to a real calendar</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and configure services, hours, buffers and time zone.</li><li>Use the simulator to book across a timezone boundary and a holiday — that is where these break.</li><li>Generate the prompt and tool definitions together; never edit one alone.</li><li>Check every message template&#39;s segment count before you approve it.</li><li>Follow the wiring guide to connect a real calendar.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>An availability engine you can test before anything is built</li><li>A prompt and tool schema that match the engine exactly</li><li>Messages that fit one SMS segment and say what the policy actually is</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting a running booking bot — this is the specification for one</li><li>Complex resource scheduling across many rooms and staff constraints</li></ul>
<h3>What it cannot do</h3>
<p>The engine is real and testable in the simulator. Whether the model you eventually connect obeys the tools is a property of that model, not of this file.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"ai booking agent, appointment scheduling, availability engine, timezone, sms templates, salon booking, clinic automation, tool definitions, system prompt, offline",TRUE,Licence,Solo licence,APPOINTMENTBOOKING-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/appointment-booking/square.png,1,AI Appointment Booking System — A booking agent that invents a Tuesday looks fine,AI Appointment Booking System — A booking agent that invents a…,"A timezone-correct availability engine, the agent's prompt and tools generated from your own services and policies, and a simulator that books against the…",active
appointment-booking,,,,,,,Licence,Studio licence,APPOINTMENTBOOKING-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
appointment-booking,,,,,,,Licence,Agency licence,APPOINTMENTBOOKING-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
whatsapp-sales,WhatsApp AI Sales Assistant,"<p><strong>Turns &#39;we should put AI on our WhatsApp&#39; into a build spec: qualification playbook, prompt, templates checked against platform rules, and the cost model.</strong></p>
<h3>The problem</h3>
<p>On WhatsApp the selling is the easy half. The half that sinks these builds is a set of platform rules: what a template may say, when a session is open, what a follow-up is allowed to be once the 24-hour window closes, and what each conversation category costs. Get those wrong and your templates are rejected, your follow-ups never arrive, and the per-conversation bill arrives anyway.</p>
<p>It deals specifically with:</p>
<ul><li>Template messages rejected for reasons nobody explains</li><li>Follow-ups sent outside the 24-hour window that silently do nothing</li><li>Conversation costs discovered on the first invoice</li><li>Assistants that qualify nobody and hand every chat to a human anyway</li></ul>
<h3>Who it is for</h3>
<ul><li>Businesses selling in a chat window rather than on a website</li><li>Agencies building WhatsApp automations for clients</li><li>Anyone whose template messages keep getting rejected</li></ul>
<h3>What you get</h3>
<ul><li>A qualification playbook — what to ask, in what order, and when to hand over</li><li>A system prompt and a knowledge file generated from your own offer and policies</li><li>Message templates checked against the platform&#39;s content rules before you submit them</li><li>The 24-hour window arithmetic that decides what each follow-up may legally be</li><li>A cost model per conversation category, at your volume</li><li>The conversion lift the whole build must earn to be worth doing</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and describe your offer and qualification criteria.</li><li>Draft templates in the checker; fix what it flags before submitting to Meta.</li><li>Model your conversation volume and read the monthly cost.</li><li>Compare that against the required conversion lift. If the lift is implausible, stop here.</li><li>Hand the prompt, knowledge file and templates to whoever builds it.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>Templates that pass review the first time</li><li>A follow-up schedule that respects the window instead of hoping</li><li>A number for the conversion lift required before you commit</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting the bot itself — this is the specification</li><li>Bulk messaging or anything resembling unsolicited broadcast</li></ul>
<h3>What it cannot do</h3>
<p>Platform rules and pricing change without notice. The checker encodes them as of writing; re-read Meta&#39;s current policy before you submit templates.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"whatsapp business api, whatsapp ai, chat sales, message templates, 24 hour window, conversation pricing, lead qualification, chat commerce, sales assistant, offline",TRUE,Licence,Solo licence,WHATSAPPSALES-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/whatsapp-sales/square.png,1,WhatsApp AI Sales Assistant — The 24-hour window decides what you may send,WhatsApp AI Sales Assistant — The 24-hour window decides what you may…,"Turns 'we should put AI on our WhatsApp' into a build spec: qualification playbook, prompt, templates checked against platform rules, and the cost model.",active
whatsapp-sales,,,,,,,Licence,Studio licence,WHATSAPPSALES-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
whatsapp-sales,,,,,,,Licence,Agency licence,WHATSAPPSALES-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
real-estate-agent,AI Real Estate Agent,"<p><strong>Which enquiries the assistant answers first, what it asks, what it must never say, and whether the arithmetic works at your lead volume — with a fair-housing checker.</strong></p>
<h3>The problem</h3>
<p>Agents buy leads and then lose them to the clock — not to a competitor with a better CRM, but to a Tuesday evening, a valuation that overran, and a portal enquiry that sat unanswered until Thursday. And the unit of decision is the source, not &#39;leads&#39;: a portal enquiry and a past-client referral share a name and nothing else.</p>
<p>It deals specifically with:</p>
<ul><li>Portal enquiries answered two days late, when the lead has already booked elsewhere</li><li>Treating every lead source identically when their values differ by an order of magnitude</li><li>Automated copy that strays into fair-housing violations</li><li>Rollouts with no test bench and no gate, going live on hope</li></ul>
<h3>Who it is for</h3>
<ul><li>Estate agents buying portal leads and losing them to response time</li><li>Property businesses automating first response</li><li>Agencies building assistants for property clients</li></ul>
<h3>What you get</h3>
<ul><li>Source-by-source analysis, because a portal lead and a referral are different products</li><li>What a lost lead actually costs, computed at your volume and conversion</li><li>A system prompt and qualification scripts generated from your own stock and policies</li><li>A hard refusal list — valuations, legal advice, anything it must not say</li><li>A 46-case test bench covering the awkward cases</li><li>A fair-housing copy checker</li><li>A rollout plan with gates that refuse to open</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and enter lead volumes and conversion by source.</li><li>Read the cost of a lost lead per source. It reorders priorities immediately.</li><li>Generate prompts and scripts for the highest-value source first.</li><li>Run every piece of customer-facing copy through the fair-housing checker.</li><li>Do not open a rollout gate until the 46-case bench passes.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A response-time target with money attached to it</li><li>A prompt and script set specific to each lead source</li><li>Copy checked against fair-housing language before it reaches a member of the public</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting a working assistant — nothing here talks to a model</li><li>Legal compliance sign-off; the checker is an aid, not an approval</li></ul>
<h3>What it cannot do</h3>
<p>The fair-housing checker flags language patterns. It is not legal advice and does not certify compliance — have a qualified person review anything public.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"real estate ai, property leads, lead response time, estate agent automation, fair housing, qualification script, system prompt, test bench, property crm, offline",TRUE,Licence,Solo licence,REALESTATEAGENT-SOLO,0,,continue,manual,59,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/real-estate-agent/square.png,1,"AI Real Estate Agent — Leads are not lost to competitors, but to Tuesday","AI Real Estate Agent — Leads are not lost to competitors, but to…","Which enquiries the assistant answers first, what it asks, what it must never say, and whether the arithmetic works at your lead volume — with a…",active
real-estate-agent,,,,,,,Licence,Studio licence,REALESTATEAGENT-STUDIO,0,,continue,manual,148,FALSE,TRUE,,,,,,
real-estate-agent,,,,,,,Licence,Agency licence,REALESTATEAGENT-AGENCY,0,,continue,manual,295,FALSE,TRUE,,,,,,
website-crm,AI Website + CRM Automation,"<p><strong>The site page by page, the CRM pipeline stage by stage, the tool stack with its running cost — and, per automation, whether your volume pays for building it.</strong></p>
<h3>The problem</h3>
<p>Website and CRM automation is the most saleable service there is, and it is where the largest amount of confident nonsense lives: build lists of forty automations, tool stacks priced like an enterprise, and payback claims nobody has ever checked. At thirty enquiries a month most of that build list is a hobby — which is knowable in advance, from arithmetic.</p>
<p>It deals specifically with:</p>
<ul><li>Forty-automation build lists sold to businesses with thirty enquiries a month</li><li>Tool stacks whose monthly cost nobody totalled</li><li>Pipeline stages copied from a template and never matched to how deals actually move</li><li>Automations built in the order they were thought of</li></ul>
<h3>Who it is for</h3>
<ul><li>Agencies selling website-and-CRM builds to local businesses</li><li>Business owners quoted for a forty-automation build</li><li>Anyone whose CRM has twelve custom fields and no one filling them</li></ul>
<h3>What you get</h3>
<ul><li>The site planned page by page for your business model</li><li>A CRM pipeline stage by stage, with the fields each stage genuinely needs</li><li>Automation recipes per business model, each with a payback calculation at your volume</li><li>A tool stack with its real monthly running cost totalled</li><li>Message templates for each automated touchpoint</li><li>A verdict per automation: build now, build later, or do not build</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and pick your business model, then enter monthly enquiry volume and your hourly rate.</li><li>Read the &#39;do not build yet&#39; list carefully — it is usually most of the list.</li><li>Total the tool stack cost before subscribing to anything.</li><li>Build the top three automations only, then re-run the arithmetic.</li><li>Use the templates as the starting text for each touchpoint.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A build list ordered by payback rather than by enthusiasm</li><li>A monthly tool cost you knew before signing up to anything</li><li>A pipeline that matches how your deals actually move</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting the automations built — this decides which ones deserve building</li><li>Enterprise CRM migrations</li></ul>
<h3>What it cannot do</h3>
<p>Payback is computed from your volume and your hourly rate. Change either and the build list changes — which is the point.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"crm automation, website and crm, local business automation, lead pipeline, automation payback, tool stack cost, agency services, n8n zapier planning, funnel, offline",TRUE,Licence,Solo licence,WEBSITECRM-SOLO,0,,continue,manual,59,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/website-crm/square.png,1,"AI Website + CRM Automation — At thirty enquiries a month, most of the build list is a hobby","AI Website + CRM Automation — At thirty enquiries a month, most of…","The site page by page, the CRM pipeline stage by stage, the tool stack with its running cost — and, per automation, whether your volume pays for building…",active
website-crm,,,,,,,Licence,Studio licence,WEBSITECRM-STUDIO,0,,continue,manual,148,FALSE,TRUE,,,,,,
website-crm,,,,,,,Licence,Agency licence,WEBSITECRM-AGENCY,0,,continue,manual,295,FALSE,TRUE,,,,,,
order-automation,E-Commerce Order Automation,"<p><strong>Costs an order desk minute by minute, ranks every automation by how fast it repays, turns exception handling into arithmetic, and exports the runbook.</strong></p>
<h3>The problem</h3>
<p>A store&#39;s order desk is the part that scales worst. A listing is written once; an order is processed every single time, and the minutes are invisible — nobody invoices you for reading the order, checking the payment, picking, packing, buying postage, answering &#39;where is it?&#39;, or reconciling the payout. At ordinary figures a store doing 600 orders a month spends about 159 hours on it.</p>
<p>It deals specifically with:</p>
<ul><li>Fulfilment admin that never appears in any cost calculation</li><li>Automations chosen by what is easiest to build rather than what repays first</li><li>Exceptions handled by mood, so the same problem costs a different amount each time</li><li>No runbook, so the desk stops when the person who runs it is away</li></ul>
<h3>Who it is for</h3>
<ul><li>Store owners whose order desk quietly consumes the week</li><li>Anyone about to hire for fulfilment admin</li><li>Agencies automating operations for e-commerce clients</li></ul>
<h3>What you get</h3>
<ul><li>A minute-by-minute cost model of the order desk at your volume</li><li>Every automation ranked by payback period</li><li>Exception handling as decision rules: refunds, damages, missing parcels, chargebacks</li><li>The threshold volumes at which each automation starts to make sense</li><li>A hiring-versus-automating comparison on the same figures</li><li>An exportable runbook you can hand to whoever covers the desk</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and enter your monthly order volume and the steps you really perform.</li><li>Read the total hours. It is usually the moment the case makes itself.</li><li>Take the top-ranked automation only, build it, then re-measure.</li><li>Turn the exception rules into policy and stop re-deciding them.</li><li>Export the runbook and store it where a stand-in can find it.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>The true monthly hour cost of your order desk</li><li>An automation order with payback attached to each item</li><li>A runbook that lets someone else run the desk on the day you cannot</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting the automations implemented</li><li>Warehouse-scale logistics with a WMS</li></ul>
<h3>What it cannot do</h3>
<p>The default figures are a starting point; replace them with your own timings. The whole model is only as honest as the minutes you enter.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"ecommerce operations, order fulfilment, automation payback, runbook, shopify operations, exception handling, order desk, small business automation, hiring vs automating, offline",TRUE,Licence,Solo licence,ORDERAUTOMATION-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/order-automation/square.png,1,E-Commerce Order Automation — 159 hours a month nobody invoices you for,E-Commerce Order Automation — 159 hours a month nobody invoices you…,"Costs an order desk minute by minute, ranks every automation by how fast it repays, turns exception handling into arithmetic, and exports the runbook.",active
order-automation,,,,,,,Licence,Studio licence,ORDERAUTOMATION-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
order-automation,,,,,,,Licence,Agency licence,ORDERAUTOMATION-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
